candle_begin_time,open,high,low,close,volume,quote_volume,trade_num,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,Spread,symbol,avg_price_1m,avg_price_5m
2023/10/19 16:00,28659.5,28933.4,28585.6,28601.6,43676,1255015159,404381,21382.861,614590422.7,-0.000643256,BTC-USDT,28665.5412,28708.41579
2023/10/19 17:00,28601.7,28676.1,28436.8,28532.9,20588.044,587821420.3,205593,9666.417,276001201.5,-0.000502325,BTC-USDT,28603.86091,28615.49714
2023/10/19 18:00,28532.9,28680,28506.1,28631.5,14028.296,401393784,141188,7829.301,224029457,-0.000540371,BTC-USDT,28533.05212,28532.53504
2023/10/19 19:00,28631.5,28750,28630.4,28734.7,9380.066,269234772.5,111472,4991.123,143252676.9,-0.000558246,BTC-USDT,28634.90947,28648.68617
2023/10/19 20:00,28734.6,28883.7,28668,28699.5,18282.975,525819854.5,179889,9118.699,262313271.7,-0.000553014,BTC-USDT,28751.7805,28734.47944
2023/10/19 21:00,28699.5,28724.9,28590,28590,8773.812,251331686.2,107885,3984.737,114154739.7,-0.000492587,BTC-USDT,28685.67273,28682.27624
2023/10/19 22:00,28590.1,28691.6,28579.1,28630.8,5001.48,143227736,61658,2734.461,78302449.09,-0.000657949,BTC-USDT,28587.27892,28607.78142
2023/10/19 23:00,28630.8,28700,28614,28696.9,4172.358,119563942,56110,2151.267,61653657.44,-0.000585435,BTC-USDT,28629.76187,28637.42765
2023/10/20 00:00,28697,28756.8,28616.5,28620.5,7936.298,227646451.2,85603,3857.201,110647962.3,-0.000680866,BTC-USDT,28694.22075,28723.7165
2023/10/20 01:00,28620.6,28643.9,28560,28642.5,6633.908,189737035.9,79652,3552.987,101618302.9,-0.000593172,BTC-USDT,28620.61208,28611.5695
2023/10/20 02:00,28642.4,29200,28621.7,28967.5,41981.223,1213975347,345908,24015.794,694541660,-0.000431332,BTC-USDT,28635.74889,28634.6634
2023/10/20 03:00,28967.5,29400,28904.6,29222.8,54425.786,1588593662,459778,30078.417,878132389.4,-0.000430301,BTC-USDT,28986.4737,28975.19352
2023/10/20 04:00,29222.9,29347,29159,29307,21285.768,622621644.7,234878,10996.462,321717051.9,-0.000393608,BTC-USDT,29233.45542,29256.49963
2023/10/20 05:00,29307,29333.1,29110,29209.7,17681.823,516143183.5,186875,8277.404,241605657.9,-0.000412364,BTC-USDT,29316.80021,29295.743
2023/10/20 06:00,29209.6,29274,29165.5,29267.2,9348.554,273160429.2,109439,4815.034,140713114.7,-0.00052591,BTC-USDT,29204.65511,29197.14824
2023/10/20 07:00,29267.3,29405.4,29205.4,29228.5,16885.156,494532975.5,193686,8474.338,248249751.5,-0.000410732,BTC-USDT,29272.0632,29257.19984
2023/10/20 08:00,29228.6,29840,29214.4,29719.8,63370.861,1876023361,566009,35245.185,1043228136,-0.000404953,BTC-USDT,29230.44566,29240.69012
2023/10/20 09:00,29719.8,29825,29636.6,29785.9,23862.199,709472680.9,265705,11602.497,345011413.6,-0.000409758,BTC-USDT,29698.83962,29674.41075
2023/10/20 10:00,29786,30243,29756,29836.9,74722.764,2238270293,614759,41892.439,1255080812,-0.000439196,BTC-USDT,29795.13628,29784.55738
2023/10/20 11:00,29837,30027.2,29788.4,29829.9,25768.502,770589315.8,284256,12450.653,372355628.2,-0.000338137,BTC-USDT,29828.38399,29830.19005
2023/10/20 12:00,29829.9,29900,29358.5,29498.7,57544.782,1703262676,507008,24423.621,722992098.8,-0.00035616,BTC-USDT,29843.61501,29856.03835
2023/10/20 13:00,29498.8,29656.6,29442,29635.9,21137.716,624552406.9,255220,11772.208,347888394.6,-0.000631942,BTC-USDT,29519.74054,29528.15622
2023/10/20 14:00,29635.8,29718.8,29395.4,29569.2,25759.895,760990101,265509,11972.808,353757169.7,-0.000574254,BTC-USDT,29626.8521,29662.16153
2023/10/20 15:00,29569.2,29588,29470,29538.7,10538.458,311209288.1,119569,5252.824,155119384.5,-0.000415553,BTC-USDT,29559.24496,29526.73693
2023/10/20 16:00,29538.7,29578.6,29428.7,29478.5,10138.396,299164283.7,113130,4831.519,142582070.3,-0.000487236,BTC-USDT,29536.92367,29508.93809
2023/10/20 17:00,29478.5,29517.5,29304,29504.1,13767.344,405042222.1,154783,6665.289,196135088.3,-0.00041604,BTC-USDT,29476.68737,29461.49368
2023/10/20 18:00,29504.2,29544,29453,29468.9,5729.151,168980106.7,70873,2869.599,84648246.98,-0.000571801,BTC-USDT,29507.62639,29514.18203
2023/10/20 19:00,29468.8,29557.2,29382.8,29549.8,8254.386,243190442.2,98187,4509.537,132870978.3,-0.000392742,BTC-USDT,29470.51484,29476.95945
2023/10/20 20:00,29549.8,29624.9,29493.9,29565.9,9959.899,294514426.3,109084,5211.503,154111553,-0.00050776,BTC-USDT,29527.93869,29520.35837
2023/10/20 21:00,29565.9,29629.5,29560,29597.8,3216.772,95216640.78,52795,1429.132,42301608.75,-0.0005737,BTC-USDT,29567.32047,29574.54355
2023/10/20 22:00,29597.9,29665.8,29574.6,29649.3,5040.76,149296581.5,59969,2910.889,86222627.44,-0.000417037,BTC-USDT,29596.07668,29591.95088
2023/10/20 23:00,29649.3,29784.5,29638.2,29653,16014.926,475687275.2,157858,9232.289,274240307.2,-0.000540631,BTC-USDT,29658.60151,29679.38852
